 execution time: 4.07ms; select * from `admins` where `name` = "admin" limit 1
 execution time: 0.5ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 2.18ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.61ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.47ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 2ms; select * from `admins` where `id` = "2" limit 1

 execution time: 1.44ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.47ms; select count(*) as aggregate from `consume_detail`

 execution time: 0.37ms; select * from `consume_detail` limit 10 offset 0

 execution time: 0.47ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.32ms; select `id`, `name` from `consume_category`

 execution time: 1.66ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.36ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.28ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 0.48ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.33ms; select `id`, `name` from `consume_category`

 execution time: 2.3ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.34ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.32ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.32ms; select `name`, `id` from `consume_category`

 execution time: 1.76ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select * from `consume_detail` where `consume_detail`.`id` = "172" limit 1

 execution time: 0.38ms; select * from `consume` where `consume`.`id` = "213" limit 1

 execution time: 0.47ms; update `consume` set `amount` = "86379" where `id` = "213"

 execution time: 0.37ms; update `consume_detail` set `consume_id` = "213", `update_at` = "1572247216", `update_uid` = "2" where `id` = "172"

 execution time: 1.42ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.52ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 0.61ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.32ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.45ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.3ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.42ms; update `consume` set `amount` = "696738" where `id` = "209"

 execution time: 0.46ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247248", "2", "俊其便利店2店", "2019-10-24", "700", "", "209", "手抓饼、早餐", "花呗")

 execution time: 1.24ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.51ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 0.57ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.59ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.48ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.33ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.49ms; select * from `consume` where `consume`.`id` = "210" limit 1

 execution time: 0.41ms; update `consume` set `amount` = "91530" where `id` = "210"

 execution time: 12.8ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247299", "2", "情侣熊玩具旗舰店", "2019-10-24", "3900", "", "210", "", "花呗")

 execution time: 1.66ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.43ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.61ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 0.58ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 2.06ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.6ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 1.59ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.43ms; update `consume` set `amount` = "697748" where `id` = "209"

 execution time: 0.44ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247332", "2", "饿了么", "2019-10-24", "1010", "", "209", "曼玲粥铺", "花呗")

 execution time: 1.76ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.49ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.53ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 1.52ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.28ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.49ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.33ms; select `name`, `id` from `consume_category`

 execution time: 1.35ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select * from `consume` where `consume`.`id` = "213" limit 1

 execution time: 0.41ms; update `consume` set `amount` = "86779" where `id` = "213"

 execution time: 0.46ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247359", "2", "易通行", "2019-10-24", "400", "", "213", "常营——良乡南关", "花呗")

 execution time: 1.74ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.45ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-24"

 execution time: 0.63ms; select * from `consume_detail` where `date` = "2019-10-24" limit 10 offset 0

 execution time: 0.55ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.5ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.62ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.41ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.4ms; select `id`, `name` from `consume_category`

 execution time: 1.66ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.41ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.58ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.32ms; select `name`, `id` from `consume_category`

 execution time: 1.26ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.34ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.29ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.33ms; select `name`, `id` from `consume_category`

 execution time: 1.36ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select * from `consume` where `consume`.`id` = "213" limit 1

 execution time: 0.43ms; update `consume` set `amount` = "87179" where `id` = "213"

 execution time: 0.47ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247385", "2", "易通行", "2019-10-25", "400", "", "213", "良乡南关——常营", "花呗")

 execution time: 1.22ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.52ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.54ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.64ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.41ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.57ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.27ms; select `name`, `id` from `consume_category`

 execution time: 2.59ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.35ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.3ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 1.47ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 7.21ms; update `consume` set `amount` = "698548" where `id` = "209"

 execution time: 0.54ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247412", "2", "俊其便利店2店", "2019-10-25", "800", "", "209", "早餐", "花呗")

 execution time: 1.36ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.57ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.6ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.28ms; select `id`, `name` from `consume_category`

 execution time: 1.5ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.47ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.31ms; select `name`, `id` from `consume_category`

 execution time: 1.49ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.35ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.3ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 1.57ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select * from `consume` where `consume`.`id` = "219" limit 1

 execution time: 0.41ms; update `consume` set `amount` = "250000" where `id` = "219"

 execution time: 0.45ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247450", "2", "天弘沪深300指数C", "2019-10-25", "10000", "", "219", "", "余额宝")

 execution time: 1.27ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.54ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.54ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.6ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.39ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.47ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.78ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.25ms; select `name`, `id` from `consume_category`

 execution time: 1.39ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.34ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.29ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.33ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.45ms; update `consume` set `amount` = "699698" where `id` = "209"

 execution time: 0.47ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247479", "2", "7-11", "2019-10-25", "1150", "", "209", "米饭", "花呗")

 execution time: 1.3ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.66ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.5ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.6ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.82ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.48ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.33ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.35ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.3ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 1.87ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.63ms; select * from `consume` where `consume`.`id` = "213" limit 1

 execution time: 0.47ms; update `consume` set `amount` = "87579" where `id` = "213"

 execution time: 0.48ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247510", "2", "易通行", "2019-10-25", "400", "", "213", "常营——良乡南关", "花呗")

 execution time: 1.63ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.45ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.6ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.61ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.3ms; select `id`, `name` from `consume_category`

 execution time: 1.3ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.57ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.33ms; select `name`, `id` from `consume_category`

 execution time: 1.55ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.43ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.44ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.42ms; select `name`, `id` from `consume_category`

 execution time: 1.8ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.59ms; update `consume` set `amount` = "702248" where `id` = "209"

 execution time: 1.45ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247540", "2", "客满多超市", "2019-10-25", "2550", "", "209", "", "花呗")

 execution time: 6.83ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.55ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.56ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.55ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.48ms; select `id`, `name` from `consume_category`

 execution time: 2.81ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.73ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.69ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.4ms; select `name`, `id` from `consume_category`

 execution time: 2.39ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.34ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.29ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.32ms; select `name`, `id` from `consume_category`

 execution time: 1.37ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.5ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.48ms; update `consume` set `amount` = "702758" where `id` = "209"

 execution time: 1.25ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247633", "2", "郭春秀、幸福谁缺席", "2019-10-26", "510", "", "209", "面条、豆角、豆芽", "花呗")

 execution time: 1.33ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-25"

 execution time: 0.52ms; select * from `consume_detail` where `date` = "2019-10-25" limit 10 offset 0

 execution time: 0.52ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.68ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.47ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-26"

 execution time: 0.62ms; select * from `consume_detail` where `date` = "2019-10-26" limit 10 offset 0

 execution time: 0.5ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.87ms; select `id`, `name` from `consume_category`

 execution time: 1.35ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.45ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.3ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.35ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.29ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.33ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select * from `consume` where `consume`.`id` = "213" limit 1

 execution time: 0.45ms; update `consume` set `amount` = "87829" where `id` = "213"

 execution time: 0.46ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247672", "2", "易通行", "2019-10-26", "250", "", "213", "良乡南关——房山城关", "花呗")

 execution time: 1.19ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.53ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-26"

 execution time: 0.52ms; select * from `consume_detail` where `date` = "2019-10-26" limit 10 offset 0

 execution time: 0.54ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.58ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.54ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.46ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.3ms; select `name`, `id` from `consume_category`

 execution time: 1.65ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.35ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.39ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.36ms; select `name`, `id` from `consume_category`

 execution time: 1.27ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.45ms; update `consume` set `amount` = "703008" where `id` = "209"

 execution time: 0.47ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247696", "2", "易通行", "2019-10-26", "250", "", "209", "房山城关——良乡南关", "花呗")

 execution time: 1.28ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.52ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-26"

 execution time: 0.53ms; select * from `consume_detail` where `date` = "2019-10-26" limit 10 offset 0

 execution time: 0.56ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.29ms; select `id`, `name` from `consume_category`

 execution time: 1.47ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.48ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.47ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 2.4ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.37ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.3ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.33ms; select `name`, `id` from `consume_category`

 execution time: 1.37ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.51ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 0.45ms; update `consume` set `amount` = "703308" where `id` = "209"

 execution time: 0.47ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247730", "2", "可欣", "2019-10-26", "300", "", "209", "馒头", "花呗")

 execution time: 1.36ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.56ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-26"

 execution time: 0.54ms; select * from `consume_detail` where `date` = "2019-10-26" limit 10 offset 0

 execution time: 0.6ms; select `month`, `id`, `category_id` from `consume`

 execution time: 0.31ms; select `id`, `name` from `consume_category`

 execution time: 1.46ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.61ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.47ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.29ms; select `name`, `id` from `consume_category`

 execution time: 1.2ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.32ms; select count(*) as aggregate from `consume` where `month` = "2019-10"

 execution time: 0.32ms; select * from `consume` where `month` = "2019-10" limit 20 offset 0

 execution time: 0.56ms; select `name`, `id` from `consume_category`

 execution time: 1.87ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.69ms; select * from `consume` where `consume`.`id` = "209" limit 1

 execution time: 1.34ms; update `consume` set `amount` = "704008" where `id` = "209"

 execution time: 0.46ms; insert into `consume_detail` (`create_at`, `create_uid`, `name`, `date`, `amount`, `voucher`, `consume_id`, `remark`, `label`) values ("1572247768", "2", "财源广进", "2019-10-26", "700", "", "209", "烤冷面", "花呗")

 execution time: 1.66ms; select * from `admins` where `id` = "2" limit 1

 execution time: 0.74ms; select count(*) as aggregate from `consume_detail` where `date` = "2019-10-26"

